ccq_builds_in_sonar_period,sonar_start_date,sonar_end_date,sonar_duration,project,median_bugs,median_vulnerabilities,median_code_smells,median_sqale_index,median_sqale_ratio,median_duplicated_lines_density,median_coverage,median_ncloc,last_ncloc,max_ncloc,median_bugs_density,median_vulnerabilities_density,median_code_smells_density,median_ci_time_running,max_ci_time_running,median_ci_duration,max_ci_duration,median_ci_time_to_fix,max_ci_time_to_fix,ci_builds_failures,ci_builds_in_sonar_period,ci_builds_total_activity_days,ccq_ratio_activity,ci_builds_activity,commits_activity,cov_quantile,citime_quantile,time_to_fix_quantile,ci_activity_quantile
32,2019-04-29T20:08:53+0200,2019-07-14T15:55:31+0200,75,ddaninthe/botgether,0.0,0.0,5.0,87.5,0.3,0.85,76.75,1089.0,1664,1664,0.0,0.0,0.00608842167773005,208.5,325,208.5,325,999.0,50099.0,6,52,19,1625,0.253333333333333,0.24,2,2,1.0,2
32,2019-05-10T17:02:17+0200,2019-05-17T13:44:04+0200,6,LorenzoBettini/demo-spring-testing,0.0,0.0,0.0,0.0,0.0,0.0,100.0,350.5,553,553,0.0,0.0,0.0,100.5,302,100.5,302,731.0,731.0,1,66,7,2.0625,1.16666666666667,1.0,4,1,1.0,4
160,2019-01-16T15:46:04+0100,2019-07-24T16:36:36+0200,188,hmcts/rpa-em-stitching-api,0.0,0.0,6.0,566.0,1.1,0.0,88.85,1702.0,1837,1837,0.0,0.0,0.0033366749542575102,285.0,659,281.0,659,1968.0,259322.0,67,381,53,2.38125,0.281914893617021,0.292553191489362,3,3,2.0,2
128,2018-04-25T12:05:45+0200,2019-07-26T14:05:29+0200,457,camel-tooling/camel-lsp-client-eclipse,0.0,0.0,0.0,0.0,0.0,0.0,67.0,406.0,436,436,0.0,0.0,0.0,221.5,1025,220.0,1025,217824.0,2054858.0,10,135,49,1.0546875,0.107221006564551,0.0306345733041575,2,2,4.0,1
1032,2017-08-10T16:37:52+0200,2019-07-22T15:42:45+0200,710,dotwebstack/dotwebstack-framework,0.0,0.0,3.0,45.0,0.0,0.1,81.5,10286.0,12046,12046,0.0,0.0,0.000288794763188294,233.0,2762,280.0,2762,1160.5,675595.0,228,3252,351,3.15116279069767,0.49436619718309904,0.192957746478873,3,3,2.0,3
24,2019-04-23T15:40:11+0200,2019-04-26T13:15:24+0200,2,galasam/GalaBank,0.0,0.0,0.0,0.0,0.0,0.0,60.6,2509.0,2566,2566,0.0,0.0,0.0,339.0,716,339.0,716,,,0,35,3,1.4583333333333302,1.5,1.5,2,3,,4
32,2019-01-01T10:38:10+0100,2019-04-20T06:49:21+0200,108,jinahya/bit-io,0.0,0.0,19.5,144.0,0.4,0.0,72.5,1185.0,1355,1355,0.0,0.0,0.0169782658003028,126.5,252,126.0,252,8289.0,16359.0,2,95,20,2.96875,0.185185185185185,0.185185185185185,2,1,4.0,1
80,2018-10-31T15:15:41+0100,2019-04-16T11:58:06+0200,166,CJSCommonPlatform/framework-domain,1.0,0.0,1.0,20.0,0.3,0.0,87.1,236.0,236,236,0.00423728813559322,0.0,0.00423728813559322,138.0,312,137.5,312,5637.5,1193344.0,4,88,15,1.1,0.0903614457831325,0.0662650602409639,3,1,3.0,1
48,2019-01-28T11:56:46+0100,2019-03-26T10:37:06+0100,56,hmcts/ccd-definition-designer-api,0.0,0.0,1.5,17.5,0.05,0.0,92.6,1269.0,1269,1269,0.0,0.0,0.00118203309692671,370.0,735,367.0,735,728.0,428562.0,25,115,18,2.3958333333333304,0.32142857142857106,0.214285714285714,4,3,1.0,2
80,2019-01-22T09:28:37+0100,2019-03-24T22:02:53+0100,61,DaJaime/optidb-server,0.0,6.0,23.0,311.0,1.5,5.9,12.85,589.0,781,781,0.0,0.00768245838668374,0.0344779739667585,137.0,296,136.0,296,365.0,405.0,2,121,31,1.5125,0.508196721311475,0.47540983606557397,1,1,1.0,3
48,2019-03-05T17:32:55+0100,2019-03-12T18:15:34+0100,7,GOBDS/mapfood,2.0,2.5,12.5,95.0,0.25,2.15,64.65,1275.5,1762,1762,0.0013788676753427,0.0018981364968172,0.00990275018299697,140.0,229,140.0,229,43350.5,63493.0,29,74,6,1.5416666666666698,0.857142857142857,0.857142857142857,2,1,4.0,4
88,2018-12-13T22:29:58+0100,2019-03-11T20:48:04+0100,87,ioet/bpm-people-api,1.0,1.0,2.0,20.0,0.1,0.0,29.6,649.0,630,630,0.0015408320493066302,0.00134589502018843,0.00280112044817927,238.0,500,238.0,500,795.0,101595.0,5,113,20,1.28409090909091,0.22988505747126398,0.172413793103448,1,3,1.0,2
56,2019-02-06T00:43:30+0100,2019-03-05T20:57:43+0100,27,adilsonsilva/autenticacao,0.0,0.0,4.0,12.0,0.6,0.0,33.3,159.0,304,304,0.0,0.0,0.0361842105263158,153.5,715,153.5,715,1338.0,58133.0,11,66,4,1.17857142857143,0.148148148148148,0.148148148148148,1,2,2.0,1
32,2018-11-18T10:20:30+0100,2019-02-24T17:27:07+0100,98,itsallcode/openfasttrace,0.0,0.5,1.0,7.5,0.0,0.0,83.3,8313.0,8970,8970,0.0,5.5741360089186205e-05,0.000111482720178372,142.5,275,140.0,424,4588.0,1790217.0,25,133,18,4.15625,0.18367346938775503,0.14285714285714302,3,1,3.0,1
40,2018-12-12T11:52:04+0100,2019-02-17T14:17:04+0100,67,try0/wicket-toastr,5.0,0.0,58.0,3906.0,4.4,0.0,86.5,2871.0,1831,1831,0.00170590242238144,0.0,0.0197682344921609,104.0,393,191.5,299,,,0,44,11,1.1,0.164179104477612,0.14925373134328399,3,1,,1
72,2019-02-01T13:13:44+0100,2019-02-10T18:36:27+0100,9,coffeenet/coffeenet-starter,3.0,0.0,16.0,249.0,0.3,0.0,65.0,2746.0,2688,2688,0.0010924981791697,0.0,0.005799202609641171,193.0,1580,192.5,1580,,,0,80,5,1.11111111111111,0.555555555555556,0.555555555555556,2,2,,3
112,2018-10-23T19:27:08+0200,2018-11-29T19:49:20+0100,37,symonk/sylenium,0.0,1.0,10.0,42.5,0.2,0.0,67.75,641.0,1154,1154,0.0,0.00185185185185185,0.0152187348254094,125.5,232,123.5,232,1182.0,2636.0,29,114,8,1.01785714285714,0.216216216216216,0.216216216216216,2,1,2.0,1
64,2017-12-06T19:18:52+0100,2017-12-15T11:25:21+0100,8,NoticeMeDan/cinema,0.0,0.0,34.0,92.0,0.45,0.0,5.15,795.5,995,995,0.0,0.0,0.0375323587635145,59.0,237,59.0,237,1820.0,35992.0,31,222,8,3.46875,1.0,1.0,1,1,2.0,4
